1467,Albinos Pizzeria to Schoharie Creek, West Kill New York, US
1468,Betty Brock junction to Route 30 b, West Kill New York, US
1469,Just South of Exit 30 off I-87, West Mill Brook New York, US
1470,Pinnacle to Route 30, West Stony Creek New York, US
1471,Eddy Road to the Stony Creek Road bridge, Wolf Creek New York, US
1472,Chub Pond to Horton Road, Woodhull Creek New York, US
1473,Horton Rd. to Meekerville Rd Bridges, Woodhull Creek New York, US
1474,Meekerville Bridges to Steel Bridge on Woodhull Rd, Woodhull Creek New York, US
1475,Woodland Valley Campground to Esopus River, Woodland Creek New York, US
1476,Burden Pond to Hudson River, Wyant's Kill New York, US
1477,Dixon Ridge Rd. to Hwy. 21 bridge (2 miles+11 miles), Adkins / Hailstone Creek Arkansas, US
1478,Ed Banks Road to Weyerhauser Road 52200 (3 miles), Baker Creek Arkansas, US
1479,Headwaters to ELFB (1.8 miles), Barberry Creek Arkansas, US
1480,Romance to Lake Barnett (7 miles), Bayou Des Arc Arkansas, US
1481,Headwaters to Big Piney Creek (4.1 miles), Bear Creek (Big Piney trib) Arkansas, US
1482,NFR 45 to NFR 86 (4.5 miles), Bear Creek (South Fourche trib) Arkansas, US
1483,Ryker to Hwy. 21 (7.5 miles), Beech Creek Arkansas, US
1484,Camping area to Highway 220 (7.5 miles), Ben Doodle Branch Arkansas, US
1485,Low water bridge to Old Iron Bridge (12 miles), Big Creek Arkansas, US
1486,Hill Cemetery to Richland Creek (2.75+2 miles), Big Devil's Fork Arkansas, US
1487,1) Walnut to Ft. Douglas at Hwy 123 (16 miles), Big Piney Creek Arkansas, US
1488,2) Fort Douglas (Hwy 123) to Helton's Farm (10 miles), Big Piney Creek Arkansas, US
1489,3) Helton's Farm (Treat) to Long Pool Campground (8.4 miles), Big Piney Creek Arkansas, US
1490,4) Long Pool Campground to Hwy 164 (4.4 miles), Big Piney Creek Arkansas, US
1491,NFR 1601 to NFR 1614 (7 miles), Big Shoal Creek Arkansas, US
1492,Devils Den State Park to Hwy 220 (8 miles), Blackburn Creek Arkansas, US
1493,North Fork Road to Hwy 84 (2.9 miles), Blakely Creek, North Fork Arkansas, US
1494,Nfr 106 to Little Missouri River (8 + 5.7 miles), Blaylock Creek Arkansas, US
1495,Along Hwy 369 to Little Missouri below Hwy.84 (6 miles), Blocker Creek Arkansas, US
1496,(hike in) FS 1219A to Richland Creek (2.75 miles), Bobtail Creek Arkansas, US
1497,Headwaters to Buffalo River (2.6+7.8 miles), Boen Gulf Branch Arkansas, US
1498,Headwaters to Hurricane Creek (3.8 miles), Boss Hollow Arkansas, US
1499,Headwaters to Henson Creek (2.6 miles), Boulder Creek Arkansas, US
1500,Park Boundry to Cecil Creek (0.25 mile), Broadwater Hollow Arkansas, US
1501,Polk County 408 to Cossatot at Hwy 246 (6.2 miles), Brushy Creek Arkansas, US
1502,1) NFR 1463 to Highway 21 at Boxley (13.6 miles), Buffalo Arkansas, US
1503,2) Boxley to Ponca (6.1 miles), Buffalo Arkansas, US
1504,3) Ponca to Kyles (10.6 miles), Buffalo Arkansas, US
1505,4) Kyles to Pruitt (13.2 miles), Buffalo Arkansas, US
1506,5) Pruitt to Hasty (7 miles), Buffalo Arkansas, US
1507,6) Hasty to Carver (4 miles), Buffalo Arkansas, US
1508,7) Carver to Woolum (15.3 miles), Buffalo Arkansas, US
1509,8) Woolum to Tyler Bend (15.3 miles), Buffalo Arkansas, US
1510,9) Tyler Bend to Gilbert (5.6 miles), Buffalo Arkansas, US
1511,10) Gilbert to Maumee (11.8 miles), Buffalo Arkansas, US
1512,11) Maumee to Buffalo Point (10.9 miles), Buffalo Arkansas, US
1513,12) Buffalo Point to Rush Landing (7.5 miles), Buffalo Arkansas, US
1514,13) Rush Landing to Buffalo City (24.4 miles), Buffalo Arkansas, US
1515,Kelly Hollow Ln to Blacksnake Road (3.9 miles), Bull Bayou Arkansas, US
1516,Norman to Amity (29 miles), Caddo Arkansas, US
1517,1) Rose Bud to Highway 36 (5.5 miles), Cadron Creek, East Fork Arkansas, US
1518,2) Highway 36 to White Oak Bridge/Highway 107 (9 miles), Cadron Creek, East Fork Arkansas, US
1519,3) Highway 107 to Hardin Bridge (10 miles), Cadron Creek, East Fork Arkansas, US
1520,Highway 356 to Highway 124 (6.4 miles), Cadron Creek, Middle Fork Arkansas, US
1521,1) Hartwick Mill Run: Highway 124 to Pinnacle Springs (11 miles), Cadron Creek Arkansas, US
1522,2) Pinnacle Gap Run: Pinnacle Springs to Highway 65 (4.5 miles), Cadron Creek Arkansas, US
1523,3) Cove Creek Run: Highway 65 to Highway 285 (10 miles), Cadron Creek Arkansas, US
1524,Polk County Road 33 to Cossatot River (4.5 miles), Camp/Flat Creek Arkansas, US
1525,Petit Jean St. Park (3.5 miles), Cedar Creek (Conway Co.) Arkansas, US
1526,Confluence to Rudy (7.7 miles), Cedar Creek (Crawford Co.) Arkansas, US
1527,Hobbitown to Cedar Creek (2.8 miles), Cedar Creek, E. Fork (Crawford Co.) Arkansas, US
1528,Hwy 162 to Cedar Creek (1.9 miles, +/-), Cedar Creek, W. Fork (Crawford Co.) Arkansas, US
1529,Spring Lake Road to CR-691, Chickalah Creek Arkansas, US
1530,Lost Valley (1 mile), Clark Creek Arkansas, US
1531,B) Chester to Mountainburg (6.2 miles), Clear Creek/Frog Bayou Arkansas, US
1532,A) Schaberg to Chester (5.1 miles), Clear Creek Arkansas, US
1533,1) County Road 31 to Hwy 246 (3.4-8.9 miles), Cossatot Arkansas, US
1534,2) Hwy 246 to Ed Banks Road (3.1 miles), Cossatot Arkansas, US
1535,3) Ed Banks Road to Highway 278/4 (6.25 miles), Cossatot Arkansas, US
1536,4) Gilliam Lake to County Road 70 (9 miles), Cossatot Arkansas, US
1537,Floss to Lee Creek (5.25-11.5 miles), Cove Creek (Crawford Co.) Arkansas, US
1538,Martinville to Mallet Town (4.9 miles), Cove Creek (Faulkner Co.) Arkansas, US
1539,Harman to Hwy 101 (52 miles), Crooked Creek (Boone & Marion Co.) Arkansas, US
1540,NFR 43 to Little Missouri (3 miles), Crooked Creek (Montgomery Co.) Arkansas, US
1541,Walker Mountain to Illinois Bayou, Dave Millsaps Hollow Arkansas, US
1542,Hwy 283 to Hwy 67 (4.4 miles), De Roche Creek Arkansas, US
1543,Dickey Junction to Eula (4.3 miles), Dry Creek (Richland) Arkansas, US
1544,Headwaters to Hwy 220 (4.3 miles), Elmo Creek Arkansas, US
1545,Strickler to Lee Creek (12 miles), Fall Creek Arkansas, US
1546,Falling Water Falls to Richland Campground (7 miles), Falling Water Creek Arkansas, US
1547,Tarlton Flats to NFS Road 1200 near Bass (9 miles), Falls Branch Arkansas, US
1548,NFR 274 Access to Ouachita River near Sims (5.5 miles), Fiddlers Creek Arkansas, US
1549,1) Mountainburg to Lancaster Bridge (13.5 miles), Frog Bayou Arkansas, US
1550,2) Lancaster Bridge to Rudy (8 miles), Frog Bayou Arkansas, US
1551,Crow Mtn. Rd. to Galla Creek Lake (3.1 miles), Galla Creek Arkansas, US
1552,Headwaters (carry-in) to Big Piney Creek (1.9 miles), Graves Creek Arkansas, US
1553,Ridgeway Road to Hwy 270 (2.2 miles), Gulpha Creek Arkansas, US
1554,Mini Gorge (0.75 mile), Gum Creek Arkansas, US
1555,FR 1631C to Robert Hill Road (3 miles), Gutter Rock Creek Arkansas, US
1556,CR-434 to Chickalah Creek (4.2 miles), Haags Hollow Arkansas, US
1557,Hwy 246 to Hwy 278/4 (6 miles), Harris Creek Arkansas, US
1558,Hike in from Freedom Road to Hwy 220 (4 miles), Hart Creek Arkansas, US
1559,Along Hwy 23 (3.3 miles), Haw Creek Arkansas, US
1560,Highway 92 to Cove Creek (4.5 miles), Hogan's Creek Arkansas, US
1561,FR 1445A to Horsehead Lake (5 miles), Horsehead Creek, West Fork Arkansas, US
1562,Town Run: Jaycee Park to Television Hill Road (3 miles), Hot Springs Creek Arkansas, US
1563,Shores Lake to Hwy 215 (1 or 9 miles), Hurricane Creek (Franklin County) Arkansas, US
1564,Cub Creek to Big Piney (10 miles), Hurricane Creek (Newton & Pope Co.) Arkansas, US
1565,FS Road 1301 to Bayou Bluff (11 miles), Illinois Bayou, E. Fork Arkansas, US
1566,Smyrna to Bayou Bluff (12.2 miles), Illinois Bayou, Middle Fork Arkansas, US
1567,Victor Road (CR1000) to Granny Gap Road (FS1818) (15.6 miles), Illinois Bayou, N. Fork Arkansas, US
1568,Bayou Bluff to Hector (4.3 miles), Illinois Bayou Arkansas, US
1569,Hector to Scottsville (7.7 miles), Illinois Bayou Arkansas, US
1570,1) Hogeye to Praire Grove (8.35 miles), Illinois Arkansas, US
1571,2) Prairie Grove to Robinson Road (14.5 miles), Illinois Arkansas, US
1572,3) Robinson Road to Hwy 16 near Siloam Springs (13.7 miles), Illinois Arkansas, US
1573,4) Hwy 16 to Arkansas 59 Near Siloam Springs (5.1 miles), Illinois Arkansas, US
1574,Siloam Springs Whitewater Recreational Park, Illinois Arkansas, US
1575,Low water bridge to Big Piney Creek (9.8 miles), Indian Creek Arkansas, US
1576,Jack Creek Road to Jack Creek Rec Area (3 miles), Jack Creek Arkansas, US
1577,1) Dripping Springs to Hwy 74 (11.5 miles), Kings Arkansas, US
1578,2) Hwy 74 to Missouri 86 (81 miles), Kings Arkansas, US
1579,Lake Norrell Spillway (PnH), Lake Norrell Spillway Arkansas, US
1580,1) Devils Den State Park to Hwy 220 (8.6 miles), Lee Creek Arkansas, US
1581,2) Hwy 220 to NFS Access (2.9 miles), Lee Creek Arkansas, US
1582,Headwaters to Victor Road (8.5 miles), Left Hand Prong Arkansas, US
1583,Deer to Murray (7.3 miles), Little Buffalo, East Fork Arkansas, US
1584,Near Fern to Little Mill Creek (4 miles), Little Mill Creek, East Fork Arkansas, US
1585,Near Fern to Little Mill Creek (4.25 miles), Little Mill Creek, Middle Fork Arkansas, US
1586,Three Forks to Mill Creek takeout (2.75 miles), Little Mill Creek Arkansas, US
1587,1) Albert Pike Campgound to Highway 84 Bridge (8.5 miles), Little Missouri Arkansas, US
1588,2) Hwy 84 Bridge to US Hwy 70 Bridge (11.5 miles), Little Missouri Arkansas, US
1589,3) Narrows Dam to CR 222 (5.2 miles), Little Missouri Arkansas, US
1590,County Road 104 to County Road 105 (5 miles), Little Mulberry Creek Arkansas, US
1591,Mt Levi to Hagarville (12 miles), Little Piney Creek Arkansas, US
1592,Morris Road Bridge to US 65 (20 miles), Little Red, Archey's Fork Arkansas, US
1593,Lydalusk to Shirley (10.2 miles), Little Red, Middle Fork Arkansas, US
1594,1) Headwaters to Koone Hollow (9.1 miles), Little Red, South Fork Arkansas, US
1595,2) Brushy Fork to Cottonwood Road (7 miles), Little Red, South Fork Arkansas, US
1596,3) Cottonwood Road to Hwy 95 (8.8 miles), Little Red, South Fork Arkansas, US
1597,4) Hwy 95 to Hwy 65 (12 miles), Little Red, South Fork Arkansas, US
1598,Wayton to Murray (2+3.5 miles), Long Branch Arkansas, US
1599,Headwaters to Richland Creek (3+2 miles), Long Devil's Fork Arkansas, US
1600,CR 1 to CR 3 (6.3 miles), Meadow Creek Arkansas, US
1601,Headwaters to Middle Fork Illinois Bayou (2.8 + 8.4 miles), Meyer Branch Arkansas, US
1602,Ozone to Little Piney Creek (6 + 4 miles), Mikes Creek Arkansas, US
1603,Devil's Canyon to Hwy 215 (5.2 miles), Mill Creek (Franklin Co.) Arkansas, US
1604,Hwy 270 to Fourche LaFave River (3 miles), Mill Creek (Scott County) Arkansas, US
1605,Hwy 246 to Hwy 278/4 (6.5 miles), Moore Creek Arkansas, US
1606,Headwaters to Mill Creek (Franklin Co.) (1.5+2.5 miles), Mormon Creek Arkansas, US
1607,1) Wolf Pen Recreation Area to Redding Campground (12 miles), Mulberry Arkansas, US
1608,2) Redding Campground to HWY 23/Turner's Bend (3.6 miles), Mulberry Arkansas, US
1609,3) HWY 23 (Turner's Bend) to Campbell's Cemetery (10 miles), Mulberry Arkansas, US
1610,4) Campbell's Cemetery to Highway 215 N of I-40 (16 miles), Mulberry Arkansas, US
1611,Barkshed to Allison (4 - 14.5 miles), North Sylamore Creek Arkansas, US
1612,Compton to Carroll County Road 11 (6 miles), Osage Creek Arkansas, US
1613,1) Acorn to Little Hope Road (35.4 miles), Ouachita Arkansas, US
1614,2) Little Hope Road to USFS Dragover Campground (29.4 miles), Ouachita Arkansas, US
1615,3) Dragover (2.9 miles), Ouachita Arkansas, US
1616,4) Remmel Dam to I-30 at Malvern (6 miles), Ouachita Arkansas, US
1617,5) Rockport Ledge (PnP), Ouachita Arkansas, US
1618,Nail to Walnut, Possum Trot Hollow Arkansas, US
1619,Five Mile Road to Highway 263 (8.7 miles), Possum Walk Creek Arkansas, US
1620,1) Moore to Richland Creek Campground (6.2 miles), Richland Creek Arkansas, US
1621,2) Richland Creek Campground to NFR 1201 (8.5 miles), Richland Creek Arkansas, US
1622,Weyerhauser rd 86000 to 85300 (9 miles), Robinson Creek Arkansas, US
1623,Chenal Parkway to Boyle Park (7.2 miles), Rock Creek Arkansas, US
1624,Camp Tahkotah to US 167 (10 miles), Salado Creek Arkansas, US
1625,1) Shady Lake to Hwy 84 (4.5 miles), Saline (Howard County) Arkansas, US
1626,2) Dierks Lake to Hwy 70 (5.6 miles or 0.75 mile loop), Saline (Howard County) Arkansas, US
1627,Hwy 5 to Benton City Park (21 miles), Saline, Alum Fork Arkansas, US
1628,Iron Springs to Buffalo Gap Road (1 mile), Saline, Middle Fork Arkansas, US
1629,Steel Bridge Road to Lyle Park (6.36 miles), Saline, North Fork Arkansas, US
1630,Headwaters to EFLB (2 miles), Sandy Springs Hollow Arkansas, US
1631,Alum Cove Creek to Parthenon (6.6 miles), Shop Creek, West Fork Arkansas, US
1632,Hwy 7 to Deberrie low-water bridge (11.3 miles), South Fourche LaFave Arkansas, US
1633,County Road 76 to County Road 2434 (4 miles), Spirits Creek Arkansas, US
1634,Saddle to Hardy (19.6 miles), Spring, South Fork Arkansas, US
1635,Mammoth Spring to Hardy (15 miles), Spring Arkansas, US
1636,Gum Branch to ELFB (1.8 miles), Stepp Creek Arkansas, US
1637,US 167 (Evening Shade) to Ark 58 (20.6 miles), Strawberry Arkansas, US
1638,NFR 19 to Jack Creek Rec Area (6.2 miles), Sugar Creek Arkansas, US
1639,Southern Fork to Richland Creek (1.5+4.5 miles), Sulphur Creek Arkansas, US
1640,Headwaters to Murray (5.5 miles), Thomas Creek Arkansas, US
1641,NFR 780 to Hwy 7 (3.5 miles), Trace Creek Arkansas, US
1642,Hwy 23 to War Eagle Mill (38 miles), War Eagle Creek Arkansas, US
1643,Arnett to Hicks (5.5 miles), White, Middle Fork Arkansas, US
1644,Woolsey to Greenland (Ark 156) (11 miles), White, West Fork Arkansas, US
1645,Pettigrew to Elkins (37 miles), White Arkansas, US
1646,Galens Road to Hwy 14 (6.4 miles), Wolf Bayou Arkansas, US
1647,US Rte 29 to Riggs Road, Anacostia, Northwest Branch Maryland, US
1648,1) Upper: Oak Bridge to Hwy.68, Antietam Creek Maryland, US
1649,2) Hwy.68 to Potomac River, Antietam Creek Maryland, US
1650,U.S. 219 to Youghiogheny River at Friendsville, Bear Creek Maryland, US
1651,Beaver Creek Park N Ride (I-70) to Alternate Rt. 40, Beaver Creek Maryland, US
1652,MD Route 355 to Monocacy River, Bennett Creek Maryland, US
1653,PA Route 341 to Elkton, Big Elk Creek Maryland, US
1654,MD Route 136 to MD Route 623, Broad Creek Maryland, US
1655,River Road to Potomac, Cabin John Creek Maryland, US
1656,Dung Hill Road to Maryland Route 495, Casselman, N. Branch Maryland, US
1657,MD Route 495 to Salisbury, Pennsylvania, Casselman Maryland, US
1658,US 40 to Potomac River, Catoctin Creek Maryland, US
1659,Oakwood to Susquehanna River, Conowingo Creek Maryland, US
1660,Swanton, MD to Savage Reservoir, Crabtree Creek Maryland, US
1661,Dam to Youghiogheny River, Deep Creek Maryland, US
1662,Bond Road to Susquehanna River, Deer Creek Maryland, US
1663,Lake Gordon Dam (PA) to Maryland Route 51(MD), Evitts Creek Maryland, US
1664,US Route 40 to Potomac River, Fifteen Mile Creek Maryland, US
1665,Flintstone Creek Road to Town Creek, Flintstone Creek Maryland, US
1666,Maryland Rte. 36 (Midland) to N. Branch Potomac River, Georges Creek Maryland, US
1667,1 - Graves Run Rd to Prettyboy Reservoir (Gunpowder Road), Gunpowder Falls Maryland, US
1668,2 - Prettyboy Dam to Falls Road, Gunpowder Falls Maryland, US
1669,3 - Falls Road to Phoenix, Gunpowder Falls Maryland, US
1670,4 - Lower Loch Raven Dam to Route 1, Gunpowder Falls Maryland, US
1671,5 - Route 1 to U.S.40, Gunpowder Falls Maryland, US
1672,Gwynn Oak Ave. to Wilkens Ave (US 1), Gwynns Falls Maryland, US
1673,Villa Nova to Woodlawn, Gwynns Falls Maryland, US
1674,Echodale Ave to US 40, Herring Run Maryland, US
1675,Catoctin Hollow Road to Frank Bentz Lake, Hunting Creek Maryland, US
1676,Barrelville to Wills Creek, Jennings Run Maryland, US
1677,Lake Roland to Round Falls, Jones Falls Maryland, US
1678,Parkton (Maryland Route 45) to Gunpowder Falls, Little Falls Maryland, US
1679,U.S. Route to U.S. Route 40, Little Gunpowder Falls Maryland, US
1680,US Route 29 (Columbia) to US Route 1, Little Patuxent Maryland, US
1681,Boyds to Darnestown, Little Seneca Creek Maryland, US
1682,Glen Arm Rd. to Gunpowder Falls , Long Green Creek Maryland, US
1683,T318 to Harney Road, Middle Creek (Toms Creek trib.) Maryland, US/Pennsylvania, US
1684,Carroll Mill Road to Savage Mill, Middle Patuxent Maryland, US
1685,Wolfsville to Myersville, Middle creek Maryland, US
1686,Pigs Ear Road to Yough River Lake, Mill Run Maryland, US
1687,Cranesville Swamp Nature Preserve (Lake Ford Road) to Youghiogheny River, Muddy Creek Maryland, US
1688,below covered bridge on Route 272, Northeast Creek Maryland, US
1689,New Bridge Road to Richardsmere, Octoraro Creek Maryland, US
1690,Clara Barton Parkway to C&O Canal, Olmsted Island Creek Maryland, US
1691,1) Lantz to Roddy Covered Bridge, Owens Creek Maryland, US
1692,2) Rocky Ridge Road (Hwy.77) to Monocacy River, Owens Creek Maryland, US
1693,Woodbine to Woodstock, Patapsco, S. Branch Maryland, US
1694,Woodstock to Elkridge, Patapsco Maryland, US
1695,Arrington Road to Marriottsville, Piney Run Maryland, US
1696,1. Henry, WV to Gormania, WV, Potomac, North Branch Maryland, US/West Virginia, US
1697,2. Gormania, WV to Kitzmiller, MD, Potomac, North Branch Maryland, US/West Virginia, US
1698,3. Kitzmiller, MD to Jennings Randolph Lake , Potomac, North Branch Maryland, US/West Virginia, US
1699,4. Barnum, WV to Bloomington, MD, Potomac, North Branch Maryland, US/West Virginia, US
1700,5. Bloomington, MD to Keyser, WV, Potomac, North Branch Maryland, US/West Virginia, US
1701,1. Sandy Hook to Point of Rocks, Potomac Maryland, US
1702,2. Violette's Lock/GW Canal Loop, Potomac Maryland, US
1703,3. Great Falls (Center Lines), Potomac Maryland, US/Virginia, US
1704,3. Great Falls (MD Lines), Potomac Maryland, US
1705,3. Great Falls (VA Lines), Potomac Maryland, US/Virginia, US
1706,4. Mather Gorge to Lock 10, Potomac Maryland, US
1707,5. Lock 10 to Little Falls, Potomac Maryland, US
1708,6. Little Falls, Potomac Maryland, US
1709,Great Falls (Fish Ladder), Potomac Maryland, US
1710,1. Rockville to Military Road, Rock Creek Maryland, US
1711,2. Military Road to Potomac River in D.C., Rock Creek Maryland, US
1712,Avilton Lonaconing Road to Head of Savage Reservoir, Savage Maryland, US
1713,Dam to North Branch Potomac River, Savage Maryland, US
1714,Black Rock Mill to Riley's Lock Boat Ramp, Seneca Creek Maryland, US
1715,Purcell Penn.(sr 2011)to the Potomac river, Sideling Hill Creek Maryland, US
1716,I-68 to Potomac River, Town Creek Maryland, US
1717,Ellerslie to Eckhart Junction, Wills Creek Maryland, US
1718,Pleasantville Road to Maryland Route 7, Winters Run Maryland, US
1719,0. US Route 50 to Millers Run, Youghiogheny Maryland, US
1720,1. Tippy-Top, Youghiogheny Maryland, US
1721,2. Top, Youghiogheny Maryland, US
1722,3. Upper, Youghiogheny Maryland, US
1723,Casa Piedra to FM 170 (23 miles), Alamito Creek Texas, US
1724,1) SH 71 to Lost Creek (12 miles), Barton Creek Texas, US
1725,2) Lost Creek to Loop 360 (Austin) (5 miles), Barton Creek Texas, US
1726,3) Loop 360 to Zilker Park (Austin) (4 miles), Barton Creek Texas, US
1727,Cty Rd 274 to North Fork, San Gabriel River (6 miles), Bear Creek (Williamson Co.) Texas, US
1728,Bear Creek Road to River Ranch Drive (5 miles), Bear Creek / Privilege Creek (Bandera Co.) Texas, US
1729,Spring Branch Rd to US 87 (11 miles), Beaver Creek Texas, US
1730,Slater Road to Pidcoke (9 miles), Bee House Creek Texas, US
1731,CR 245 to FM 971 (16 miles), Berry Creek Texas, US
1732,A) Blanco to Wimberly (35 miles), Blanco Texas, US
1733,B) Wimberley to Kyle (20 miles), Blanco Texas, US
1734,US 180 to Lueders (5 miles), Brazos, Clear Fork Texas, US
1735,Slaton to SH 207 (22 miles), Brazos, Double Mtn Fk, N Fk Texas, US
1736,Clairemont (SH 208) to Old Glory (FM 1835) (64 miles), Brazos, Double Mtn Fk Texas, US
1737,Jayton (US 70) to Old Glory (FM 1835) (65 miles), Brazos, Salt Fork Texas, US
1738,A) Port Sullivan, North of FM 485 (1.5 miles), Brazos Texas, US
1739,B) Hidalgo Falls (near Navasota - West of FM 159) **Access Restricted** (PnP), Brazos Texas, US
1740,A) FM 620 to 122/Red Bud Ln (6 miles), Brushy Creek Texas, US
1741,B) CR 122/Red Bud Ln to Hutto N. Austin (5 miles), Brushy Creek Texas, US
1742,Spicewood Sprgs Rd to Bull Cr Rd (3.5 miles), Bull Creek Texas, US
1743,Park and play at US 287 bridge, Canadian River Texas, US
1744,FM 501 to Colorado Bend SRA Rd (9 miles), Cherokee Creek Texas, US
1745,Cayote (FM 56) to FM 2490 (17 miles), Childress Creek Texas, US
1746,Oak Village North to Luxello (18 miles), Cibolo Creek Texas, US
1747,1. Bend to Colorado Bend St. Rec. Area (16 miles), Colorado Texas, US
1748,2. Lake Buchanan Spillway: Lake Buchanan Dam to SH 29 (1 mile), Colorado Texas, US
1749,3. Austin, Below Tom Miller Dam (PnP), Colorado Texas, US
1750,4. Austin, Below Longhorn Dam (PnP), Colorado Texas, US
1751,San Angelo (Loop SH 306) to Concho (36 miles), Concho Texas, US
1752,FM 1174 to FM 1431 (9.5 miles), Cow Creek Texas, US
1753,Parsley to Pidcoke (33 miles), Cowhouse Creek Texas, US
1754,1) Eckert Road to FM 965 (8 miles), Crabapple Creek Texas, US
1755,2) Fm 965 to SH 16 crossing of Sandy Creek (6 miles), Crabapple Creek Texas, US
1756,Just below Grapevine Dam (PnP), Denton Creek Texas, US
1757,SH 163 (last crossing) to Rough Canyon Marina (47 miles), Devils Texas, US
1758,US 83 to FM 2690 (15 miles), Dry Frio Texas, US
1759,Beltline Road to Miller Road (4.5 miles), Duck Creek Texas, US
1760,W. Mary St. to S. 1st St. at Barton Springs Road (1.35 miles), East Bouldin Creek Texas, US
1761,Garner State Park to First Crossing (Hwy.127 at Concan) (11.4 miles), Frio Texas, US
1762,Josey Lane to McCoy Road (1.82 miles), Furneaux Creek Texas, US
1763,1. Center Point to Comfort (9.5 miles), Guadalupe Texas, US
1764,2. Comfort to Farm Road 3351 (45 miles), Guadalupe Texas, US
1765,3. Farm Road 3351 to Rebecca Creek Crossing (25 miles), Guadalupe Texas, US
1766,4. Canyon Dam to First Crossing (16 miles), Guadalupe Texas, US
1767,5. First Crossing to Cypress Bend Park (6.5 miles), Guadalupe Texas, US
1768,FM 335: Hackberry Cross to Nueces Cross (11 miles), Hackberry Creek--Nueces River Texas, US
1769,County Rd 109 to FM 152 (10.4 miles), Hickory Creek Texas, US
1770,Patton Church to Speegleville Rd (13.8 miles), Hog Creek Texas, US
1771,2nd FM 462 crossing to Kings Water Hole (15.6 miles), Hondo Creek Texas, US
1772,FM 2400 to Pecos River (18.35 miles), Independence Creek Texas, US
1773,FM 385 to FM 2389 (20.75 miles), James Texas, US
1774,Meadowbrook Park to Great SW Pkwy (4.8 miles), Johnson Creek Texas, US
1775,FM 1690 to Rumley (FM 580) (6.5 miles), Lampasas Texas, US
1776,FM 32 to Blanco River (7.13 miles), Little Blanco Texas, US
1777,I35 to 2nd Crossing of Hwy 183 (5.5 miles), Little Walnut Creek Texas, US
1778,FM 2169 to Kimble CR 320 (4.25 miles), Llano, Johnson Fork Texas, US
1779,Hwy.377 (N.E. of Telegraph) to South Llano River SP (10 miles), Llano, South Fork Texas, US
1780,1. Kimble CR 310 to Kimble CR 314 (12 miles), Llano Texas, US
1781,2. US 87 to CR 103 (above Llano) (17 miles), Llano Texas, US
1782,3. Llano to FM 3404 (19 miles), Llano Texas, US
1783,US 385 to Rio Grande (35.35 miles), Maravillas Creek Texas, US
1784,Dam or Medina to FM 470 (17 or 13 miles), Medina Texas, US
1785,Bosque Cty Rd 347 to SH 6 (9 miles), Meridian Creek Texas, US
1786,Spillway run (0.5 mile), Mexican Creek Texas, US
1787,Crawford (SH 317) to FM 3047 (7.25 miles), Middle Bosque Texas, US
1788,Lake Palestine to US 175 (1.9 miles), Neches Texas, US
1789,Hwy.4125 (off FM219) to Hwy.6 (18.7 miles), Neils Creek Texas, US
1790,SH 174 to Adair Spring Park (6 miles), Nolan Texas, US
1791,Hico to Iredell (15.3 miles), North Bosque Texas, US
1792,FM 1631 to Pedernales River (21.8 miles), North Grape Creek Texas, US
1793,FM 335 (N of Vance) to Barksdale (13.5 miles), Nueces Texas, US
1794,1. Ruby Ranch Road to F.M. 1626 (3 miles), Onion Creek Texas, US
1795,2. Wm Cannon Dr to Richard Moya Park (6.35 miles), Onion Creek Texas, US
1796,Somervell CR 1008 to Glen Rose Park (10 miles), Paluxy Texas, US
1797,New Braunfels High School to Landa Park Drive (1.25 miles), Panther Canyon Texas, US
1798,Pandale to Pecos River Marina (61 miles), Pecos Texas, US
1799,1) Hye to Johnson City (16.6 miles), Pedernales Texas, US
1800,2) Johnson City to Pedernales Falls SP (17 miles), Pedernales Texas, US
1801,3) Pedernales Falls SP to Hammett's Crossing (14.6 miles), Pedernales Texas, US
1802,SH 16 to Medina River (Red Bluff Ranch Drive) (5.6 miles), Pipe Creek-Red Bluff Creek Texas, US
1803,1) Hoodoos: Redford to Colorado Canyon (15.75 miles), Rio Grande Texas, US
1804,2) Colorado Canyon: Rancherias Canyon to Lajitas (21.34 miles), Rio Grande Texas, US
1805,3) Santa Elena Canyon: Lajitas to Terlingua Creek (18.6 miles), Rio Grande Texas, US
1806,4) Mariscal Canyon: Talley to Solis Landing (10 miles), Rio Grande Texas, US
1807,5) San Vicente & Hot Springs Canyon: Solis Landing to Rio Grande Village (19 miles), Rio Grande Texas, US
1808,6) Boquillas Canyon: Rio Grande Village to La Linda (33.1 miles), Rio Grande Texas, US
1809,7) Lower Canyons: La Linda to Dryden Crossing (83.5 miles), Rio Grande Texas, US
1810,US 183 to Oakalla (7 miles), Rocky Creek Texas, US
1811,Ben Davis Rd to Pleasant Valley Rd (1.65 miles), Rowlett Creek Texas, US
1812,Utopia to FM 187 (10 miles), Sabinal Texas, US
1813,Toledo Bend Dam (PnP), Sabine River Louisiana, US/Texas, US
1814,Toledo Bend Spillway, Sabine River Louisiana, US/Texas, US
1815,FM 2843 to Salado (5.3 miles), Salado Creek Texas, US
1816,Dirt Rd crossing to Rio Grande (18.5 miles), San Francisco Creek Texas, US
1817,1. CR 236 to US 183 (8 miles), San Gabriel, N. Fork Texas, US
1818,2. Lake Georgetown to Georgetown (4.75 miles), San Gabriel, N. Fork Texas, US
